CCLE_name	Chromosome	Start	End	Num_Probes	Segment_Mean
A375_SKIN	15	45369187	53784939	5356	0.1295
A375_SKIN	15	53784940	53787763	6	-0.9055
A375_SKIN	15	53787764	54531633	588	0.122
A375_SKIN	15	54531634	54533570	6	-0.9439
A375_SKIN	15	54533571	76739801	14146	0.1347
A375_SKIN	15	76739802	76884801	77	-0.4268
A375_SKIN	15	76884802	76898977	22	-2.3775
A375_SKIN	15	76898978	76997396	56	-0.4004
A375_SKIN	15	76997397	93908285	11207	0.1243
A375_SKIN	15	93908286	93924051	13	-0.4601
A375_SKIN	15	93924052	102469040	6418	0.1539
A375_SKIN	16	60777	61802	2	1.7563
A375_SKIN	16	61803	652993	277	0.2248
A375_SKIN	16	652994	653396	5	0.9807
A375_SKIN	16	653397	6571146	3480	0.0846
A375_SKIN	16	6571147	6608834	59	0.3889
A375_SKIN	16	6608835	7229319	808	0.108
A375_SKIN	16	7229320	7231875	2	-1.5754
A375_SKIN	16	7231876	15049551	6512	0.0678
A375_SKIN	16	15049552	15120849	57	-0.4428
A375_SKIN	16	15120850	19945006	2330	0.1409
A375_SKIN	16	19945007	19968808	29	-2.9931
A375_SKIN	16	19968809	22346318	1253	0.1289
A375_SKIN	16	22346319	22577596	46	0.5723
A375_SKIN	16	22577597	55797408	12474	0.106
A375_SKIN	16	55797409	55826000	18	-1.0035
A375_SKIN	16	55826001	70151941	8769	0.1448
A375_SKIN	16	70151942	70183181	7	0.8987
A375_SKIN	16	70183182	76780144	4030	0.1245
A375_SKIN	16	76780145	77013457	180	0.5162
A375_SKIN	16	77013458	89411706	11715	0.1107
A375_SKIN	16	89411707	89535889	73	-0.4274
A375_SKIN	16	89535890	90287535	304	0.2056
A375_SKIN	17	526	8245228	4556	0.0959
A375_SKIN	17	8245229	8248595	2	-2.2356
A375_SKIN	17	8248596	16740892	5971	0.1364
A375_SKIN	17	16740893	16741656	2	-1.54
A375_SKIN	17	16741657	18365393	923	0.1049
A375_SKIN	17	18365394	18411660	11	-0.8109
A375_SKIN	17	18411661	20923219	1054	0.0913
A375_SKIN	17	20923220	20923644	2	-1.6932
A375_SKIN	17	20923645	34436918	5881	0.0984
A375_SKIN	17	34436919	34506608	37	-0.6836
A375_SKIN	17	34506609	43647198	4733	0.1259
A375_SKIN	17	43647199	43669961	10	0.8408
A375_SKIN	17	43669962	44173555	345	0.1654
A375_SKIN	17	44173556	44351815	111	0.5629
A375_SKIN	17	44351816	44448745	16	0.0815
A375_SKIN	17	44448746	44535027	5	-1.2867
A375_SKIN	17	44535028	51722449	4110	0.123
A375_SKIN	17	51722450	51727862	2	-3.4704
A375_SKIN	17	51727863	77244361	15792	0.1246
A375_SKIN	17	77244362	77246717	3	-1.5753
A375_SKIN	17	77246718	81049726	1752	0.1137
A375_SKIN	18	11543	15107216	10396	-0.3645
A375_SKIN	18	15107217	18565984	71	-0.0289
A375_SKIN	18	18565985	37324491	11757	-0.337
A375_SKIN	18	37324492	37681982	217	0.2066
A375_SKIN	18	37681983	39678657	1404	-0.3056
A375_SKIN	18	39678658	39682809	2	1.2123
A375_SKIN	18	39682810	40349081	441	-0.2733
A375_SKIN	18	40349082	40355078	8	-1.5583
A375_SKIN	18	40355079	55747600	10348	-0.3647
A375_SKIN	18	55747601	55978803	197	0.169
A375_SKIN	18	55978804	63767214	5597	-0.3557
A375_SKIN	18	63767215	63771758	2	4.1684
A375_SKIN	18	63771759	63907150	98	-0.2376
A375_SKIN	18	63907151	63911475	9	-1.3216
A375_SKIN	18	63911476	78015057	10274	-0.3597
A375_SKIN	19	90910	924129	178	0.0518
A375_SKIN	19	924130	2968991	605	-0.4554
A375_SKIN	19	2968992	3537955	182	0.0733
A375_SKIN	19	3537956	3582567	5	-0.8337
A375_SKIN	19	3582568	4654697	258	0.0749
A375_SKIN	19	4654698	4788955	52	0.452
A375_SKIN	19	4788956	7307089	1226	0.0426
A375_SKIN	19	7307090	7335129	4	-1.3377
A375_SKIN	19	7335130	10409067	1448	0.0387
A375_SKIN	19	10409068	28041334	7344	0.4293
A375_SKIN	19	28041335	59097854	18061	0.0885
A375_SKIN	20	61305	1554846	1185	0.1448
A375_SKIN	20	1554847	1560794	17	-1.0917
A375_SKIN	20	1560795	1586232	40	0.1472
A375_SKIN	20	1586233	1595919	5	2.7425
A375_SKIN	20	1595920	32871745	20410	0.1431
A375_SKIN	20	32871746	40684211	4698	0.4299
A375_SKIN	20	40684212	40699207	17	-0.0818
A375_SKIN	20	40699208	59567135	14351	0.4538
A375_SKIN	20	59567136	59590342	50	1.2159
A375_SKIN	20	59590343	62915818	1742	0.4584
A375_SKIN	20	62915819	62956153	6	0.0774
A375_SKIN	21	10736871	11099808	97	-0.1915
A375_SKIN	21	11099809	11158139	10	0.4244
A375_SKIN	21	11158140	14449787	23	0.0192
A375_SKIN	21	14449788	14560796	19	0.5474
A375_SKIN	21	14560797	20445470	3910	-0.3163
A375_SKIN	21	20445471	20448390	2	-2.2175
A375_SKIN	21	20448391	42853490	17061	-0.3611
A375_SKIN	21	42853491	42855946	5	0.6662
A375_SKIN	21	42855947	44969463	1513	-0.4202
A375_SKIN	21	44969464	44973239	2	-3.794
A375_SKIN	21	44973240	48096957	1761	-0.3965
A375_SKIN	22	16052528	24330243	4613	-0.2978
A375_SKIN	22	24330244	24347475	7	-1.6927
A375_SKIN	22	24347476	24399171	19	1.0333
A375_SKIN	22	24399172	25720838	853	-0.4333
A375_SKIN	22	25720839	25724260	3	0.5644
A375_SKIN	22	25724261	25736142	15	-0.1161
A375_SKIN	22	25736143	25745941	10	0.5138
A375_SKIN	22	25745942	38232937	9409	-0.4187
A375_SKIN	22	38232938	38462365	103	0.0969
A375_SKIN	22	38462366	39394877	507	-0.4249
A375_SKIN	22	39394878	39397409	6	0.5723
A375_SKIN	22	39397410	41566170	1164	-0.4076
A375_SKIN	22	41566171	41611327	60	0.1905
A375_SKIN	22	41611328	51234455	6790	-0.4367
A375_SKIN	X	168477	6452464	2996	0.1852
A375_SKIN	X	6452465	6464682	23	-1.0412
A375_SKIN	X	6464683	8138373	1192	-4.1842
A375_SKIN	X	8138374	16473351	5909	0.076
A375_SKIN	X	16473352	16480628	26	0.4752
A375_SKIN	X	16480629	17315027	504	0.0511
A375_SKIN	X	17315028	17469324	71	0.3666
A375_SKIN	X	17469325	22634628	2848	-0.1298
A375_SKIN	X	22634629	22645401	9	0.8256
A375_SKIN	X	22645402	30721764	5297	0.0831
A375_SKIN	X	30721765	30754106	21	-1.1241
A375_SKIN	X	30754107	37710157	4484	0.1381
A375_SKIN	X	37710158	38244405	378	0.4099
A375_SKIN	X	38244406	38707745	367	0.128
A375_SKIN	X	38707746	45632270	3775	-0.2474
A375_SKIN	X	45632271	54446952	3769	0.0642
A375_SKIN	X	54446953	54633759	73	-0.8058
A375_SKIN	X	54633760	55702987	494	0.011
A375_SKIN	X	55702988	55711011	3	1.4606
A375_SKIN	X	55711012	56370043	337	0.0459
A375_SKIN	X	56370044	56463650	41	0.5109
A375_SKIN	X	56463651	58472056	940	0.0651
A375_SKIN	X	58472057	62050872	49	0.7338
A375_SKIN	X	62050873	62446953	127	0.2693
A375_SKIN	X	62446954	62517235	24	1.2065
A375_SKIN	X	62517236	81397801	8642	0.0548
A375_SKIN	X	81397802	81416979	37	0.5616
A375_SKIN	X	81416980	90969509	5194	0.1042
A375_SKIN	X	90969510	90971950	9	1.2217
A375_SKIN	X	90971951	92325094	519	0.0545
A375_SKIN	X	92325095	92333543	18	0.6812
A375_SKIN	X	92333544	92336944	11	-0.0135
A375_SKIN	X	92336945	92359353	13	0.4257
A375_SKIN	X	92359354	107884327	8385	0.0811
A375_SKIN	X	107884328	108014769	56	0.3635
A375_SKIN	X	108014770	115138179	4021	0.0689
A375_SKIN	X	115138180	115153528	6	-1.5123
A375_SKIN	X	115153529	120485119	3214	0.0431
A375_SKIN	X	120485120	120578511	66	-0.3449
A375_SKIN	X	120578512	123083670	1530	0.1075
A375_SKIN	X	123083671	123194656	74	0.4469
A375_SKIN	X	123194657	134922549	6447	0.0649
A375_SKIN	X	134922550	134976940	11	0.9305
A375_SKIN	X	134976941	140043416	3153	0.0825
A375_SKIN	X	140043417	140078190	18	0.3964
A375_SKIN	X	140078191	141469707	871	0.174
A375_SKIN	X	141469708	141470543	6	1.1726
A375_SKIN	X	141470544	142525011	742	0.0986
A375_SKIN	X	142525012	142568607	29	0.5964
A375_SKIN	X	142568608	144058498	919	0.085
A375_SKIN	X	144058499	144077929	15	-3.9101
A375_SKIN	X	144077930	147450948	2455	0.0561
A375_SKIN	X	147450949	147453167	2	2.838
A375_SKIN	X	147453168	148511454	719	0.0944
A375_SKIN	X	148511455	148523678	6	1.2979
A375_SKIN	X	148523679	152694982	2478	0.0782
A375_SKIN	X	152694983	153006313	140	-0.2999
A375_SKIN	X	153006314	153562618	204	0.0314
A375_SKIN	X	153562619	153621423	67	0.3884
A375_SKIN	X	153621424	153779763	66	0.0155
A375_SKIN	X	153779764	155182354	488	0.3249
A375_SKIN	Y	2650438	2985767	152	-2.8608
A375_SKIN	Y	2985768	5944602	652	-2.3668
A375_SKIN	Y	5944603	6127673	75	-2.7733
A375_SKIN	Y	6127674	6314575	83	-3.834
A375_SKIN	Y	6314576	19571056	4694	-2.9387
A375_SKIN	Y	19571057	20971122	650	-3.5852
A375_SKIN	Y	20971123	20972291	2	-8.8048
A375_SKIN	Y	20972292	21088391	53	-3.5995
A375_SKIN	Y	21088392	24515941	1245	-2.9862
A375_SKIN	Y	24515942	26631299	411	-3.4043
A375_SKIN	Y	26631300	27247431	78	-4.3739
A375_SKIN	Y	27247432	27601075	61	-3.1192
A375_SKIN	Y	27601076	27720817	37	-2.2683
A375_SKIN	Y	27720818	28431027	251	-3.6349
A375_SKIN	Y	28431028	59018259	183	-2.4682
